Alloy,Al-Al,Al-Cr,Al-Fe,Al-Hf,Al-Mo,Al-Nb,Al-Ni,Al-Sc,Al-Si,Al-Ta,Al-Ti,Al-V,Al-W,Al-Zr,Al-Co,Al-Cu,Cr-Cr,Cr-Fe,Cr-Hf,Cr-Mo,Cr-Nb,Cr-Ni,Cr-Sc,Cr-Si,Cr-Ta,Cr-Ti,Cr-V,Cr-W,Cr-Zr,Cr-Co,Cr-Cu,Fe-Fe,Fe-Hf,Fe-Mo,Fe-Nb,Fe-Ni,Fe-Sc,Fe-Si,Fe-Ta,Fe-Ti,Fe-V,Fe-W,Fe-Zr,Fe-Co,Fe-Cu,Hf-Hf,Hf-Mo,Hf-Nb,Hf-Ni,Hf-Sc,Hf-Si,Hf-Ta,Hf-Ti,Hf-V,Hf-W,Hf-Zr,Hf-Co,Hf-Cu,Mo-Mo,Mo-Nb,Mo-Ni,Mo-Sc,Mo-Si,Mo-Ta,Mo-Ti,Mo-V,Mo-W,Mo-Zr,Mo-Co,Mo-Cu,Nb-Nb,Nb-Ni,Nb-Sc,Nb-Si,Nb-Ta,Nb-Ti,Nb-V,Nb-W,Nb-Zr,Nb-Co,Nb-Cu,Ni-Ni,Ni-Sc,Ni-Si,Ni-Ta,Ni-Ti,Ni-V,Ni-W,Ni-Zr,Ni-Co,Ni-Cu,Sc-Sc,Sc-Si,Sc-Ta,Sc-Ti,Sc-V,Sc-W,Sc-Zr,Sc-Co,Sc-Cu,Si-Si,Si-Ta,Si-Ti,Si-V,Si-W,Si-Zr,Si-Co,Si-Cu,Ta-Ta,Ta-Ti,Ta-V,Ta-W,Ta-Zr,Ta-Co,Ta-Cu,Ti-Ti,Ti-V,Ti-W,Ti-Zr,Ti-Co,Ti-Cu,V-V,V-W,V-Zr,V-Co,V-Cu,W-W,W-Zr,W-Co,W-Cu,Zr-Zr,Zr-Co,Zr-Cu,Co-Co,Co-Cu,Cu-Cu
Mo0.5NbHf0.5ZrTiC0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03360102821689241,0.028710185761249573,0.05831389081728005,0.0,0.0,0.0,0.0,0.05838443181423643,0.0,0.0,0.05612711991163205,0.0,0.0,0.02453123639922025,0.04982593470111893,0.0,0.0,0.0,0.0,0.04988620800922512,0.0,0.0,0.04795746214982697,0.0,0.0,0.10120255369269038,0.0,0.0,0.0,0.0,0.10132497613667345,0.0,0.0,0.09740745792921447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10144754667232264,0.0,0.0,0.0975252895315482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375467825686894,0.0,0.0,0.0,0.0,0.0
NbCrMo0.5Ta0.5TiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05743503248933849,0.0,0.0,0.03135659196264048,0.06820995701833348,0.0,0.0,0.0,0.0370407550475016,0.06058943068478339,0.0,0.0,0.0577161174770514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01711909642767321,0.03723914999804611,0.0,0.0,0.0,0.020222358927510387,0.033078732141121545,0.0,0.0,0.03151004999834671,0.0,0.0,0.08100627848180549,0.0,0.0,0.0,0.04398967320486324,0.07195612649024846,0.0,0.0,0.06854377409998927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023888165027915655,0.039075076015308914,0.0,0.0,0.03722203117334581,0.0,0.0,0.06391707206551374,0.0,0.0,0.060885953184056395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057998578084606296,0.0,0.0,0.0,0.0,0.0
NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12798083699138207,0.0,0.0,0.0,0.0,0.1107961309642707,0.10401269437462148,0.0,0.10943944364634085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959189119655347,0.09004632551866523,0.0,0.0947443946761608,0.0,0.0,0.08453328518078777,0.0,0.08894371745108974,0.0,0.0,0.0,0.0,0.0,0.0,0.09358425923114659,0.0,0.0,0.0,0.0,0.0
CrNbTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09679230344761403,0.0,0.0,0.0,0.1050550610589957,0.0,0.0,0.0,0.0,0.0940380509104868,0.0,0.0,0.09757923274393608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11402317602744655,0.0,0.0,0.0,0.0,0.10206568940284541,0.0,0.0,0.1059091672464672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136217141303389,0.0,0.0,0.09480258790975904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09837255983941524,0.0,0.0,0.0,0.0,0.0
CrNbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680049665425031,0.0,0.0,0.0,0.06733165004208227,0.0,0.0,0.0,0.0,0.06699499179187186,0.06598501704124063,0.0,0.06834162479271351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666500004166562,0.0,0.0,0.0,0.0,0.06633167504145729,0.0653317000408323,0.0,0.0676649750422906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600001666625,0.06500504154062815,0.0,0.06732665016707914,0.0,0.0,0.06402506604001568,0.0,0.0663116755414448,0.0,0.0,0.0,0.0,0.0,0.0,0.06867994966792497,0.0,0.0,0.0,0.0,0.0
Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010292814489709598,0.0,0.039627335785381954,0.0,0.0,0.0,0.039627335785381954,0.022772852058482486,0.0,0.0,0.01633984300241399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15256524277372055,0.0,0.0,0.0,0.15256524277372055,0.08767548042515758,0.0,0.0,0.06290839555929385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15256524277372055,0.08767548042515758,0.0,0.0,0.06290839555929385,0.0,0.0,0.0503849351793925,0.0,0.0,0.03615190264284095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025939500766332207,0.0,0.0,0.0,0.0,0.0
Mo0.5NbHf0.5ZrTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028532649295374704,0.025028260223463637,0.054015182176308296,0.0,0.0,0.0,0.0,0.054404558739853975,0.0,0.0,0.0543396626459297,0.0,0.0,0.021954281333242936,0.04738102030173518,0.0,0.0,0.0,0.0,0.04772257351175971,0.0,0.0,0.047665647976755626,0.0,0.0,0.10225618642474739,0.0,0.0,0.0,0.0,0.1029933155219222,0.0,0.0,0.10287046067239307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10373575832504377,0.0,0.0,0.10361201785785686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034884249936129,0.0,0.0,0.0,0.0,0.0
Mo0.5NbHf0.5ZrTiSi0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03361109855146192,0.029288659313993513,0.05711288566228736,0.0,0.0,0.005267234699210125,0.0,0.0568058271372213,0.0,0.0,0.054113160071257375,0.0,0.0,0.025522092445082196,0.04976808026791028,0.0,0.0,0.004589860173591394,0.0,0.049500509943889257,0.0,0.0,0.04715412402555105,0.0,0.0,0.09704775652242505,0.0,0.0,0.008950227338503218,0.0,0.09652599439058404,0.0,0.0,0.09195054184982454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008254345312184524,0.0,0.008902107836683309,0.0,0.0,0.0084801368207241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09600703743149488,0.0,0.0,0.09145618409794377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08712104688914311,0.0,0.0,0.0,0.0,0.0
Mo0.5NbHf0.5ZrTiSi0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03204858155464938,0.026564456046741868,0.05426276082718613,0.0,0.0,0.011546745267704002,0.0,0.05532719025066186,0.0,0.0,0.05167110657872351,0.0,0.0,0.022018769344158605,0.04497736420910447,0.0,0.0,0.009570876221894724,0.0,0.04585964939188434,0.0,0.0,0.04282919159016216,0.0,0.0,0.09187449396371947,0.0,0.0,0.019550265453260565,0.0,0.09367672284317836,0.0,0.0,0.08748645843112392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160163096450756,0.0,0.01993376746215182,0.0,0.0,0.0186165214316123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09551430461323646,0.0,0.0,0.08920261070738478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08330800071501053,0.0,0.0,0.0,0.0,0.0
Mo0.5NbHf0.5ZrTiSi0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025622971353359045,0.022917052363971003,0.046500177094560606,0.0,0.0,0.023583124730589603,0.0,0.045896549012312514,0.0,0.0,0.04364855477497474,0.0,0.0,0.020496892488003314,0.04158951663778329,0.0,0.0,0.021092624149779977,0.0,0.041049634819298186,0.0,0.0,0.03903904046080195,0.0,0.0,0.08438781123415792,0.0,0.0,0.04279829459637463,0.0,0.08329235620918451,0.0,0.0,0.07921273059893874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021705670446594653,0.0,0.04224272138988633,0.0,0.0,0.04017369013813679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08221112150458902,0.0,0.0,0.07818445432885403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07435501166784894,0.0,0.0,0.0,0.0,0.0
Mo0.5NbHf0.5ZrTiSi0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025808772098931614,0.0207851668242004,0.04494033552019966,0.0,0.0,0.03340697507696258,0.0,0.04236573781689991,0.0,0.0,0.042030830798584495,0.0,0.0,0.016739392259879155,0.03619282495665714,0.0,0.0,0.026904400852736286,0.0,0.0341193654924425,0.0,0.0,0.033849647188154426,0.0,0.0,0.07825377158302405,0.0,0.0,0.05817094524755771,0.0,0.07377067241920851,0.0,0.0,0.07318750504830568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04324211859110485,0.0,0.05483837595764173,0.0,0.0,0.05440487100935998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695444066029241,0.0,0.0,0.06899464844796027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06844923620726492,0.0,0.0,0.0,0.0,0.0
Mo0.5NbHf0.5ZrTiSi0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022092727921191598,0.01839447110002806,0.03795069826953158,0.0,0.0,0.0400418591945874,0.0,0.03824113728690044,0.0,0.0,0.036905117807003666,0.0,0.0,0.015315291450505397,0.03159786446630587,0.0,0.0,0.03333897128383701,0.0,0.03183968485762964,0.0,0.0,0.030727311057540303,0.0,0.0,0.0651913835304837,0.0,0.0,0.06878356180665321,0.0,0.06569029717995169,0.0,0.0,0.06339529439239894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07257367643681573,0.0,0.069309966616398,0.0,0.0,0.06688850449157194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06619302904612478,0.0,0.0,0.06388046246172853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06164868934281244,0.0,0.0,0.0,0.0,0.0
HfNbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
HfMo0.25NbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06124831185400847,0.015473257731538981,0.06124831185400847,0.0,0.0,0.0,0.06124831185400847,0.06124831185400847,0.0,0.0,0.06124831185400847,0.0,0.0,0.003909033532178269,0.015473257731538981,0.0,0.0,0.0,0.015473257731538981,0.015473257731538981,0.0,0.0,0.015473257731538981,0.0,0.0,0.06124831185400847,0.0,0.0,0.0,0.06124831185400847,0.06124831185400847,0.0,0.0,0.06124831185400847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06124831185400847,0.06124831185400847,0.0,0.0,0.06124831185400847,0.0,0.0,0.06124831185400847,0.0,0.0,0.06124831185400847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06124831185400847,0.0,0.0,0.0,0.0,0.0
HfMo0.50NbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563380281690141,0.02816901408450705,0.0563380281690141,0.0,0.0,0.0,0.0563380281690141,0.0563380281690141,0.0,0.0,0.0563380281690141,0.0,0.0,0.014084507042253525,0.02816901408450705,0.0,0.0,0.0,0.02816901408450705,0.02816901408450705,0.0,0.0,0.02816901408450705,0.0,0.0,0.0563380281690141,0.0,0.0,0.0,0.0563380281690141,0.0563380281690141,0.0,0.0,0.0563380281690141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563380281690141,0.0563380281690141,0.0,0.0,0.0563380281690141,0.0,0.0,0.0563380281690141,0.0,0.0,0.0563380281690141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563380281690141,0.0,0.0,0.0,0.0,0.0
HfMo0.75NbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05183004074365733,0.03872359365905434,0.05183004074365733,0.0,0.0,0.0,0.05183004074365733,0.05183004074365733,0.0,0.0,0.05183004074365733,0.0,0.0,0.028931420549868185,0.03872359365905434,0.0,0.0,0.0,0.03872359365905434,0.03872359365905434,0.0,0.0,0.03872359365905434,0.0,0.0,0.05183004074365733,0.0,0.0,0.0,0.05183004074365733,0.05183004074365733,0.0,0.0,0.05183004074365733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05183004074365733,0.05183004074365733,0.0,0.0,0.05183004074365733,0.0,0.0,0.05183004074365733,0.0,0.0,0.05183004074365733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05183004074365733,0.0,0.0,0.0,0.0,0.0
HfMoNbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904761,0.04761904761904761,0.04761904761904761,0.0,0.0,0.0,0.04761904761904761,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.04761904761904761,0.04761904761904761,0.0,0.0,0.0,0.04761904761904761,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.0,0.04761904761904761,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904761,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.04761904761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904761,0.0,0.0,0.0,0.0,0.0
HfMo0.5NbTiV0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.05128205128205128,0.10256410256410256,0.0,0.0,0.0,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HfMo0.5NbTiV0.5Si0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089524000870627,0.045252565841244326,0.09089524000870627,0.0,0.0,0.026917474509016024,0.0,0.09089524000870627,0.045252565841244326,0.0,0.0,0.0,0.0,0.02252917441023323,0.045252565841244326,0.0,0.0,0.013400974433673215,0.0,0.045252565841244326,0.02252917441023323,0.0,0.0,0.0,0.0,0.09089524000870627,0.0,0.0,0.026917474509016024,0.0,0.09089524000870627,0.045252565841244326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007971269275202171,0.0,0.026917474509016024,0.013400974433673215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089524000870627,0.045252565841244326,0.0,0.0,0.0,0.0,0.02252917441023323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
