Alloy,Al-Al,Al-Cr,Al-Fe,Al-Hf,Al-Mo,Al-Nb,Al-Ni,Al-Sc,Al-Si,Al-Ta,Al-Ti,Al-V,Al-W,Al-Zr,Al-Co,Al-Cu,Cr-Cr,Cr-Fe,Cr-Hf,Cr-Mo,Cr-Nb,Cr-Ni,Cr-Sc,Cr-Si,Cr-Ta,Cr-Ti,Cr-V,Cr-W,Cr-Zr,Cr-Co,Cr-Cu,Fe-Fe,Fe-Hf,Fe-Mo,Fe-Nb,Fe-Ni,Fe-Sc,Fe-Si,Fe-Ta,Fe-Ti,Fe-V,Fe-W,Fe-Zr,Fe-Co,Fe-Cu,Hf-Hf,Hf-Mo,Hf-Nb,Hf-Ni,Hf-Sc,Hf-Si,Hf-Ta,Hf-Ti,Hf-V,Hf-W,Hf-Zr,Hf-Co,Hf-Cu,Mo-Mo,Mo-Nb,Mo-Ni,Mo-Sc,Mo-Si,Mo-Ta,Mo-Ti,Mo-V,Mo-W,Mo-Zr,Mo-Co,Mo-Cu,Nb-Nb,Nb-Ni,Nb-Sc,Nb-Si,Nb-Ta,Nb-Ti,Nb-V,Nb-W,Nb-Zr,Nb-Co,Nb-Cu,Ni-Ni,Ni-Sc,Ni-Si,Ni-Ta,Ni-Ti,Ni-V,Ni-W,Ni-Zr,Ni-Co,Ni-Cu,Sc-Sc,Sc-Si,Sc-Ta,Sc-Ti,Sc-V,Sc-W,Sc-Zr,Sc-Co,Sc-Cu,Si-Si,Si-Ta,Si-Ti,Si-V,Si-W,Si-Zr,Si-Co,Si-Cu,Ta-Ta,Ta-Ti,Ta-V,Ta-W,Ta-Zr,Ta-Co,Ta-Cu,Ti-Ti,Ti-V,Ti-W,Ti-Zr,Ti-Co,Ti-Cu,V-V,V-W,V-Zr,V-Co,V-Cu,W-W,W-Zr,W-Co,W-Cu,Zr-Zr,Zr-Co,Zr-Cu,Co-Co,Co-Cu,Cu-Cu
Ti39.1Nb23.4Cr10V10Ni10.5Al7 ,0.007880588181369323,0.011257983116241892,0.0,0.0,0.0,0.026343680492006024,0.011820882272053987,0.0,0.0,0.0,0.0440187139845058,0.011257983116241892,0.0,0.0,0.0,0.0,0.0160828330232027,0.0,0.0,0.0,0.037633829274294324,0.01688697467436284,0.0,0.0,0.0,0.06288387712072256,0.0160828330232027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0880631605018487,0.039515520738009034,0.0,0.0,0.0,0.1471482724624908,0.037633829274294324,0.0,0.0,0.0,0.0,0.01773132340808098,0.0,0.0,0.0,0.0660280709767587,0.01688697467436284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24587595954202526,0.06288387712072256,0.0,0.0,0.0,0.0,0.0160828330232027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti34.4Nb20.6Cr10V10Ni15Al10,0.016484349758339432,0.016484349758339432,0.0,0.0,0.0,0.03395776050217923,0.02472652463750915,0.0,0.0,0.0,0.05670616316868765,0.016484349758339432,0.0,0.0,0.0,0.0,0.016484349758339432,0.0,0.0,0.0,0.03395776050217923,0.02472652463750915,0.0,0.0,0.0,0.05670616316868765,0.016484349758339432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06995298663448923,0.05093664075326885,0.0,0.0,0.0,0.11681469612749656,0.03395776050217923,0.0,0.0,0.0,0.0,0.03708978695626373,0.0,0.0,0.0,0.08505924475303148,0.02472652463750915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19506920130028552,0.05670616316868765,0.0,0.0,0.0,0.0,0.016484349758339432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TiZrHfVNbTa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904763,0.0,0.04761904761904763,0.0,0.0,0.0,0.04761904761904763,0.04761904761904763,0.04761904761904763,0.0,0.04761904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904763,0.0,0.0,0.0,0.04761904761904763,0.04761904761904763,0.04761904761904763,0.0,0.04761904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904763,0.04761904761904763,0.04761904761904763,0.0,0.04761904761904763,0.0,0.0,0.04761904761904763,0.04761904761904763,0.0,0.04761904761904763,0.0,0.0,0.04761904761904763,0.0,0.04761904761904763,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904763,0.0,0.0,0.0,0.0,0.0
TiZrHfV0.5Nb0.5Ta0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
TiZrHfV0.1Nb0.1Ta0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1436781609195402,0.0,0.01436781609195402,0.0,0.0,0.0,0.01436781609195402,0.1436781609195402,0.01436781609195402,0.0,0.1436781609195402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014367816091954018,0.0,0.0,0.0,0.0014367816091954018,0.01436781609195402,0.0014367816091954018,0.0,0.01436781609195402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014367816091954018,0.01436781609195402,0.0014367816091954018,0.0,0.01436781609195402,0.0,0.0,0.1436781609195402,0.01436781609195402,0.0,0.1436781609195402,0.0,0.0,0.0014367816091954018,0.0,0.01436781609195402,0.0,0.0,0.0,0.0,0.0,0.0,0.1436781609195402,0.0,0.0,0.0,0.0,0.0
CrHfNbTaTi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb0.5TiV2Zr0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.09302325581395349,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.18604651162790697,0.0,0.046511627906976744,0.0,0.0,0.37209302325581395,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
Al0.2Nb0.5TiV2Zr0.5,0.003463004838137182,0.0,0.0,0.0,0.0,0.008639362174807645,0.0,0.0,0.0,0.0,0.017285984317829416,0.03457196863565883,0.0,0.008639362174807645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021553125761050524,0.0,0.0,0.0,0.0,0.04312436339248848,0.08624872678497696,0.0,0.021553125761050524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628496574581097,0.17256993149162195,0.0,0.04312436339248848,0.0,0.0,0.3451398629832439,0.0,0.08624872678497696,0.0,0.0,0.0,0.0,0.0,0.0,0.021553125761050524,0.0,0.0,0.0,0.0,0.0
Al0.4Nb0.5TiV2Zr0.5,0.003463004838137182,0.0,0.0,0.0,0.0,0.008639362174807645,0.0,0.0,0.0,0.0,0.017285984317829416,0.03457196863565883,0.0,0.008639362174807645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021553125761050524,0.0,0.0,0.0,0.0,0.04312436339248848,0.08624872678497696,0.0,0.021553125761050524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628496574581097,0.17256993149162195,0.0,0.04312436339248848,0.0,0.0,0.3451398629832439,0.0,0.08624872678497696,0.0,0.0,0.0,0.0,0.0,0.0,0.021553125761050524,0.0,0.0,0.0,0.0,0.0
Al0.6Nb0.5TiV2Zr0.5,0.026632473924141743,0.0,0.0,0.0,0.0,0.022200536162225514,0.0,0.0,0.0,0.0,0.04440107232445103,0.08880214464890206,0.0,0.022200536162225514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018506121785536147,0.0,0.0,0.0,0.0,0.037012243571072294,0.07402448714214459,0.0,0.018506121785536147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07402448714214459,0.14804897428428918,0.0,0.037012243571072294,0.0,0.0,0.29609794856857835,0.0,0.07402448714214459,0.0,0.0,0.0,0.0,0.0,0.0,0.018506121785536147,0.0,0.0,0.0,0.0,0.0
Al0.8Nb0.5TiV2Zr0.5,0.043830383328803,0.0,0.0,0.0,0.0,0.02741372114562588,0.0,0.0,0.0,0.0,0.05480113353775308,0.10962857582900486,0.0,0.02741372114562588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017145916826976092,0.0,0.0,0.0,0.0,0.03427537883933896,0.06856721249329116,0.0,0.017145916826976092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06851786384102021,0.13706862151969815,0.0,0.03427537883933896,0.0,0.0,0.27420304650628047,0.0,0.06856721249329116,0.0,0.0,0.0,0.0,0.0,0.0,0.017145916826976092,0.0,0.0,0.0,0.0,0.0
Al1.0Nb0.5TiV2Zr0.5,0.06349206349206349,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.06349206349206349,0.12698412698412698,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.031746031746031744,0.06349206349206349,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.12698412698412698,0.0,0.031746031746031744,0.0,0.0,0.25396825396825395,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0
Nb40Ti25Al15V10Ta5Hf3W2,0.03574833174451859,0.0,0.0,0.007149666348903718,0.0,0.09532888465204957,0.0,0.0,0.0,0.011916110581506196,0.05958055290753098,0.023832221163012392,0.004766444232602479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014299332697807435,0.0,0.019065776930409915,0.0,0.0,0.0,0.0023832221163012394,0.011916110581506196,0.004766444232602479,0.0009532888465204957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542103590721322,0.0,0.0,0.0,0.03177629488401652,0.15888147442008263,0.06355258976803305,0.01271051795360661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003972036860502065,0.01986018430251033,0.00794407372100413,0.0015888147442008262,0.0,0.0,0.0,0.09930092151255164,0.03972036860502066,0.00794407372100413,0.0,0.0,0.0,0.01588814744200826,0.0031776294884016524,0.0,0.0,0.0,0.0006355258976803305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti40Al10V20Nb20Mo10,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.0,0.0,0.0,0.06349206349206349,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.0,0.0,0.0,0.06349206349206349,0.031746031746031744,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.12698412698412698,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25396825396825395,0.12698412698412698,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti35Al15V20Nb20Mo10,0.03643724696356275,0.0,0.0,0.0,0.024291497975708502,0.048582995951417005,0.0,0.0,0.0,0.0,0.08502024291497975,0.048582995951417005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016194331983805668,0.032388663967611336,0.0,0.0,0.0,0.0,0.05668016194331984,0.032388663967611336,0.0,0.0,0.0,0.0,0.06477732793522267,0.0,0.0,0.0,0.0,0.11336032388663968,0.06477732793522267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19838056680161945,0.11336032388663968,0.0,0.0,0.0,0.0,0.06477732793522267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti30Al20V20Nb20Mo10,0.06557377049180328,0.0,0.0,0.0,0.03278688524590164,0.06557377049180328,0.0,0.0,0.0,0.0,0.09836065573770492,0.06557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.03278688524590164,0.0,0.0,0.0,0.0,0.04918032786885246,0.03278688524590164,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.0,0.0,0.0,0.09836065573770492,0.06557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14754098360655737,0.09836065573770492,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al0.5CoCrCuFeNi,0.013244467214188824,0.027392297428685354,0.027392297428685354,0.0,0.0,0.0,0.027392297428685354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027392297428685354,0.027392297428685354,0.05665293637615894,0.05665293637615894,0.0,0.0,0.0,0.05665293637615894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665293637615894,0.05665293637615894,0.05665293637615894,0.0,0.0,0.0,0.05665293637615894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665293637615894,0.05665293637615894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665293637615894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665293637615894,0.05665293637615894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665293637615894,0.05665293637615894,0.05665293637615894
NbTaTiV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(VNbTiTa)97.5Si2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09596295965026203,0.0,0.0,0.009840336305400127,0.09596295965026203,0.09596295965026203,0.09596295965026203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010090582757793403,0.009840336305400127,0.009840336305400127,0.009840336305400127,0.0,0.0,0.0,0.0,0.09596295965026203,0.09596295965026203,0.09596295965026203,0.0,0.0,0.0,0.0,0.09596295965026203,0.09596295965026203,0.0,0.0,0.0,0.0,0.09596295965026203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(VNbTiTa)95Si5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09185750636132316,0.0,0.0,0.019338422391857506,0.09185750636132316,0.09185750636132316,0.09185750636132316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004071246819338422,0.019338422391857506,0.019338422391857506,0.019338422391857506,0.0,0.0,0.0,0.0,0.09185750636132316,0.09185750636132316,0.09185750636132316,0.0,0.0,0.0,0.0,0.09185750636132316,0.09185750636132316,0.0,0.0,0.0,0.0,0.09185750636132316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
